Area_Code,Area_Type,Area_Name,Gender,Age,measure,Date,Value
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Apr-22,3515
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,May-22,3410
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Jun-22,3345
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Jul-22,3220
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Aug-22,3200
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Sep-22,3215
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Oct-22,3160
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Nov-22,3130
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Dec-22,3090
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Jan-23,3050
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Feb-23,3085
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Mar-23,3095
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Apr-23,3100
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,May-23,3025
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Jun-23,3130
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Jul-23,3140
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Aug-23,3160
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Sep-23,3155
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Oct-23,3100
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Nov-23,3090
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Dec-23,3175
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Jan-24,3250
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Feb-24,3295
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Mar-24,3335
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Apr-24,3270
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,May-24,3330
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Jun-24,3390
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Jul-24,3440
E09000011,lacu,Greenwich,Male,Aged 25-49,Claimant count,Aug-24,3440
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Aug-21,5130
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Sep-21,4795
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Oct-21,4585
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Nov-21,4385
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Dec-21,4230
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Jan-22,4135
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Feb-22,4210
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Mar-22,4085
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Apr-22,3915
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,May-22,3825
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Jun-22,3715
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Jul-22,3595
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Aug-22,3560
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Sep-22,3555
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Oct-22,3510
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Nov-22,3510
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Dec-22,3475
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Jan-23,3445
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Feb-23,3505
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Mar-23,3550
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Apr-23,3630
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,May-23,3530
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Jun-23,3565
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Jul-23,3635
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Aug-23,3570
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Sep-23,3595
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Oct-23,3590
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Nov-23,3630
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Dec-23,3600
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Jan-24,3600
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Feb-24,3725
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Mar-24,3720
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Apr-24,3640
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,May-24,3735
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Jun-24,3730
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Jul-24,4020
E09000012,lacu,Hackney,Male,Aged 25-49,Claimant count,Aug-24,4005
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Aug-21,2985
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Sep-21,2840
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Oct-21,2760
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Nov-21,2615
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Dec-21,2580
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Jan-22,2465
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Feb-22,2495
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Mar-22,2380
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Apr-22,2330
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,May-22,2265
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Jun-22,2160
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Jul-22,2100
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Aug-22,2065
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Sep-22,2070
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Oct-22,1980
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Nov-22,2015
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Dec-22,2015
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Jan-23,1915
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Feb-23,1945
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Mar-23,2000
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Apr-23,1950
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,May-23,1895
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Jun-23,1930
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Jul-23,1940
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Aug-23,1925
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Sep-23,1875
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Oct-23,1890
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Nov-23,1855
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Dec-23,1935
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Jan-24,1975
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Feb-24,2015
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Mar-24,2025
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Apr-24,1980
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,May-24,1970
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Jun-24,1970
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Jul-24,2140
E09000013,lacu,Hammersmith and Fulham,Male,Aged 25-49,Claimant count,Aug-24,2145
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Aug-21,6315
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Sep-21,5850
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Oct-21,5705
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Nov-21,5500
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Dec-21,5265
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Jan-22,5100
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Feb-22,5100
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Mar-22,4965
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Apr-22,4715
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,May-22,4605
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Jun-22,4535
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Jul-22,4395
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Aug-22,4335
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Sep-22,4255
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Oct-22,4265
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Nov-22,4185
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Dec-22,4210
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Jan-23,4150
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Feb-23,4200
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Mar-23,4230
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Apr-23,4195
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,May-23,4110
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Jun-23,4245
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Jul-23,4250
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Aug-23,4165
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Sep-23,4155
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Oct-23,4155
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Nov-23,4090
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Dec-23,4115
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Jan-24,4135
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Feb-24,4235
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Mar-24,4220
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Apr-24,4195
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,May-24,4285
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Jun-24,4395
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Jul-24,4830
E09000014,lacu,Haringey,Male,Aged 25-49,Claimant count,Aug-24,4755
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Aug-21,3375
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Sep-21,3120
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Oct-21,3080
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Nov-21,2925
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Dec-21,2865
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Jan-22,2755
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Feb-22,2720
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Mar-22,2480
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Apr-22,2290
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,May-22,2245
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Jun-22,2185
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Jul-22,2080
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Aug-22,2065
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Sep-22,2140
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Oct-22,2045
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Nov-22,1985
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Dec-22,2020
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Jan-23,2030
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Feb-23,2090
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Mar-23,2065
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Apr-23,2060
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,May-23,2060
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Jun-23,2125
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Jul-23,2155
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Aug-23,2110
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Sep-23,2095
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Oct-23,2095
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Nov-23,2095
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Dec-23,2085
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Jan-24,2110
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Feb-24,2225
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Mar-24,2170
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Apr-24,2185
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,May-24,2200
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Jun-24,2305
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Jul-24,2570
E09000015,lacu,Harrow,Male,Aged 25-49,Claimant count,Aug-24,2560
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Aug-21,2670
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Sep-21,2495
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Oct-21,2405
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Nov-21,2300
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Dec-21,2265
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Jan-22,2215
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Feb-22,2160
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Mar-22,1980
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Apr-22,1925
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,May-22,1835
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Jun-22,1770
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Jul-22,1700
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Aug-22,1735
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Sep-22,1750
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Oct-22,1780
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Nov-22,1805
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Dec-22,1765
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Jan-23,1805
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Feb-23,1865
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Mar-23,1880
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Apr-23,1885
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,May-23,1870
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Jun-23,1905
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Jul-23,1890
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Aug-23,1865
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Sep-23,1875
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Oct-23,1900
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Nov-23,1880
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Dec-23,1870
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Jan-24,1930
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Feb-24,2015
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Mar-24,1990
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Apr-24,1945
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,May-24,1985
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Jun-24,2035
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Jul-24,2125
E09000016,lacu,Havering,Male,Aged 25-49,Claimant count,Aug-24,2130
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Aug-21,3935
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Sep-21,3680
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Oct-21,3515
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Nov-21,3315
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Dec-21,3095
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Jan-22,2975
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Feb-22,3000
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Mar-22,2860
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Apr-22,2755
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,May-22,2750
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Jun-22,2710
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Jul-22,2610
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Aug-22,2610
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Sep-22,2570
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Oct-22,2495
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Nov-22,2510
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Dec-22,2575
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Jan-23,2580
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Feb-23,2705
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Mar-23,2715
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Apr-23,2630
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,May-23,2605
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Jun-23,2650
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Jul-23,2625
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Aug-23,2585
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Sep-23,2695
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Oct-23,2760
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Nov-23,2775
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Dec-23,2810
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Jan-24,2880
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Feb-24,3030
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Mar-24,2975
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Apr-24,2980
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,May-24,2990
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Jun-24,2975
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Jul-24,3215
E09000017,lacu,Hillingdon,Male,Aged 25-49,Claimant count,Aug-24,3210
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Aug-21,4615
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Sep-21,4305
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Oct-21,4070
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Nov-21,3975
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Dec-21,3815
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Jan-22,3720
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Feb-22,3755
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Mar-22,3510
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Apr-22,3405
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,May-22,3285
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Jun-22,3245
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Jul-22,3125
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Aug-22,3055
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Sep-22,3090
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Oct-22,3030
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Nov-22,2970
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Dec-22,2980
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Jan-23,2990
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Feb-23,3070
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Mar-23,3065
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Apr-23,3085
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,May-23,3015
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Jun-23,3005
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Jul-23,2985
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Aug-23,2965
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Sep-23,3045
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Oct-23,3065
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Nov-23,3105
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Dec-23,3105
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Jan-24,3125
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Feb-24,3240
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Mar-24,3185
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Apr-24,3095
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,May-24,3110
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Jun-24,3255
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Jul-24,3410
E09000018,lacu,Hounslow,Male,Aged 25-49,Claimant count,Aug-24,3425
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Aug-21,3685
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Sep-21,3500
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Oct-21,3365
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Nov-21,3230
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Dec-21,3105
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Jan-22,3040
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Feb-22,3035
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Mar-22,2930
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Apr-22,2880
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,May-22,2805
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Jun-22,2735
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Jul-22,2695
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Aug-22,2645
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Sep-22,2610
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Oct-22,2565
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Nov-22,2580
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Dec-22,2575
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Jan-23,2540
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Feb-23,2605
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Mar-23,2605
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Apr-23,2620
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,May-23,2615
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Jun-23,2670
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Jul-23,2690
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Aug-23,2635
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Sep-23,2725
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Oct-23,2750
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Nov-23,2750
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Dec-23,2805
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Jan-24,2815
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Feb-24,2905
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Mar-24,2900
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Apr-24,2890
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,May-24,2940
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Jun-24,2895
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Jul-24,3015
E09000019,lacu,Islington,Male,Aged 25-49,Claimant count,Aug-24,3020
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Aug-21,1560
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Sep-21,1480
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Oct-21,1495
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Nov-21,1470
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Dec-21,1435
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Jan-22,1335
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Feb-22,1310
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Mar-22,1255
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Apr-22,1195
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,May-22,1195
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Jun-22,1175
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Jul-22,1125
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Aug-22,1080
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Sep-22,1050
E09000020,lacu,Kensington and Chelsea,Male,Aged 25-49,Claimant count,Oct-22,1035
