Date,Area Type,Area Name,Age,Economic Activity,Employment Status,Employment Type,Gender,Value
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 25-34,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 25-34,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Region,London,Aged 25-34,Active ,In employment ,Unemployed , Females ,38100
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Brent,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Camden,Aged 25-34,Inactive ,,, Males ,3100
Apr 2020-Mar 2021,Local Authority,City of London,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 25-34,Inactive ,,, Males ,5400
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 25-34,Inactive ,,, Males ,3400
Apr 2020-Mar 2021,Local Authority,Havering,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Islington,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 25-34,Inactive ,,, Males ,2700
Apr 2020-Mar 2021,Local Authority,Merton,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Newham,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 25-34,Inactive ,,, Males ,2400
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 25-34,Inactive ,,, Males ,2600
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 25-34,Inactive ,,, Males ,3900
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 25-34,Inactive ,,, Males ,!
Apr 2020-Mar 2021,Region,London,Aged 25-34,Inactive ,,, Males ,54300
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 25-34,Inactive ,,, Females ,5100
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 25-34,Inactive ,,, Females ,4900
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 25-34,Inactive ,,, Females ,2200
Apr 2020-Mar 2021,Local Authority,Brent,Aged 25-34,Inactive ,,, Females ,4400
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 25-34,Inactive ,,, Females ,3300
Apr 2020-Mar 2021,Local Authority,Camden,Aged 25-34,Inactive ,,, Females ,2800
Apr 2020-Mar 2021,Local Authority,City of London,Aged 25-34,Inactive ,,, Females ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 25-34,Inactive ,,, Females ,9400
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 25-34,Inactive ,,, Females ,!
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 25-34,Inactive ,,, Females ,8300
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 25-34,Inactive ,,, Females ,3500
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 25-34,Inactive ,,, Females ,2600
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 25-34,Inactive ,,, Females ,!
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 25-34,Inactive ,,, Females ,!
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 25-34,Inactive ,,, Females ,4100
Apr 2020-Mar 2021,Local Authority,Havering,Aged 25-34,Inactive ,,, Females ,5600
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 25-34,Inactive ,,, Females ,!
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 25-34,Inactive ,,, Females ,8000
Apr 2020-Mar 2021,Local Authority,Islington,Aged 25-34,Inactive ,,, Females ,4000
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 25-34,Inactive ,,, Females ,1800
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 25-34,Inactive ,,, Females ,1200
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 25-34,Inactive ,,, Females ,3600
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 25-34,Inactive ,,, Females ,3000
Apr 2020-Mar 2021,Local Authority,Merton,Aged 25-34,Inactive ,,, Females ,3000
Apr 2020-Mar 2021,Local Authority,Newham,Aged 25-34,Inactive ,,, Females ,5400
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 25-34,Inactive ,,, Females ,4100
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 25-34,Inactive ,,, Females ,1800
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 25-34,Inactive ,,, Females ,3200
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 25-34,Inactive ,,, Females ,3500
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 25-34,Inactive ,,, Females ,7200
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 25-34,Inactive ,,, Females ,!
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 25-34,Inactive ,,, Females ,3000
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 25-34,Inactive ,,, Females ,!
Apr 2020-Mar 2021,Region,London,Aged 25-34,Inactive ,,, Females ,117900
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 35-49,Active ,In employment ,Employees , Males ,13500
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 35-49,Active ,In employment ,Employees , Males ,37800
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 35-49,Active ,In employment ,Employees , Males ,18000
Apr 2020-Mar 2021,Local Authority,Brent,Aged 35-49,Active ,In employment ,Employees , Males ,17700
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 35-49,Active ,In employment ,Employees , Males ,29000
Apr 2020-Mar 2021,Local Authority,Camden,Aged 35-49,Active ,In employment ,Employees , Males ,19300
Apr 2020-Mar 2021,Local Authority,City of London,Aged 35-49,Active ,In employment ,Employees , Males ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 35-49,Active ,In employment ,Employees , Males ,34200
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 35-49,Active ,In employment ,Employees , Males ,27200
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 35-49,Active ,In employment ,Employees , Males ,30200
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 35-49,Active ,In employment ,Employees , Males ,27000
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 35-49,Active ,In employment ,Employees , Males ,25500
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 35-49,Active ,In employment ,Employees , Males ,23800
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 35-49,Active ,In employment ,Employees , Males ,20200
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 35-49,Active ,In employment ,Employees , Males ,19400
Apr 2020-Mar 2021,Local Authority,Havering,Aged 35-49,Active ,In employment ,Employees , Males ,20900
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 35-49,Active ,In employment ,Employees , Males ,28100
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 35-49,Active ,In employment ,Employees , Males ,27100
Apr 2020-Mar 2021,Local Authority,Islington,Aged 35-49,Active ,In employment ,Employees , Males ,16900
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 35-49,Active ,In employment ,Employees , Males ,10800
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 35-49,Active ,In employment ,Employees , Males ,18100
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 35-49,Active ,In employment ,Employees , Males ,23900
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 35-49,Active ,In employment ,Employees , Males ,33300
Apr 2020-Mar 2021,Local Authority,Merton,Aged 35-49,Active ,In employment ,Employees , Males ,18200
Apr 2020-Mar 2021,Local Authority,Newham,Aged 35-49,Active ,In employment ,Employees , Males ,38200
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 35-49,Active ,In employment ,Employees , Males ,23400
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 35-49,Active ,In employment ,Employees , Males ,17800
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 35-49,Active ,In employment ,Employees , Males ,30800
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 35-49,Active ,In employment ,Employees , Males ,18200
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 35-49,Active ,In employment ,Employees , Males ,32300
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 35-49,Active ,In employment ,Employees , Males ,23500
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 35-49,Active ,In employment ,Employees , Males ,31400
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 35-49,Active ,In employment ,Employees , Males ,15200
Apr 2020-Mar 2021,Region,London,Aged 35-49,Active ,In employment ,Employees , Males ,771100
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 35-49,Active ,In employment ,Employees , Females ,13200
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 35-49,Active ,In employment ,Employees , Females ,26300
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 35-49,Active ,In employment ,Employees , Females ,16400
Apr 2020-Mar 2021,Local Authority,Brent,Aged 35-49,Active ,In employment ,Employees , Females ,20600
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 35-49,Active ,In employment ,Employees , Females ,26100
Apr 2020-Mar 2021,Local Authority,Camden,Aged 35-49,Active ,In employment ,Employees , Females ,17000
Apr 2020-Mar 2021,Local Authority,City of London,Aged 35-49,Active ,In employment ,Employees , Females ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 35-49,Active ,In employment ,Employees , Females ,32500
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 35-49,Active ,In employment ,Employees , Females ,29200
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 35-49,Active ,In employment ,Employees , Females ,27800
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 35-49,Active ,In employment ,Employees , Females ,24100
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 35-49,Active ,In employment ,Employees , Females ,27800
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 35-49,Active ,In employment ,Employees , Females ,15800
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 35-49,Active ,In employment ,Employees , Females ,19000
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 35-49,Active ,In employment ,Employees , Females ,17000
Apr 2020-Mar 2021,Local Authority,Havering,Aged 35-49,Active ,In employment ,Employees , Females ,10300
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 35-49,Active ,In employment ,Employees , Females ,24100
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 35-49,Active ,In employment ,Employees , Females ,15100
Apr 2020-Mar 2021,Local Authority,Islington,Aged 35-49,Active ,In employment ,Employees , Females ,14600
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 35-49,Active ,In employment ,Employees , Females ,13600
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 35-49,Active ,In employment ,Employees , Females ,15200
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 35-49,Active ,In employment ,Employees , Females ,20400
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 35-49,Active ,In employment ,Employees , Females ,28700
Apr 2020-Mar 2021,Local Authority,Merton,Aged 35-49,Active ,In employment ,Employees , Females ,16600
Apr 2020-Mar 2021,Local Authority,Newham,Aged 35-49,Active ,In employment ,Employees , Females ,21900
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 35-49,Active ,In employment ,Employees , Females ,24700
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 35-49,Active ,In employment ,Employees , Females ,16700
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 35-49,Active ,In employment ,Employees , Females ,30300
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 35-49,Active ,In employment ,Employees , Females ,15500
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 35-49,Active ,In employment ,Employees , Females ,21900
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 35-49,Active ,In employment ,Employees , Females ,20400
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 35-49,Active ,In employment ,Employees , Females ,26800
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 35-49,Active ,In employment ,Employees , Females ,14800
Apr 2020-Mar 2021,Region,London,Aged 35-49,Active ,In employment ,Employees , Females ,665400
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 35-49,Active ,In employment ,Self Employed , Males ,3300
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 35-49,Active ,In employment ,Self Employed , Males ,11400
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 35-49,Active ,In employment ,Self Employed , Males ,4200
Apr 2020-Mar 2021,Local Authority,Brent,Aged 35-49,Active ,In employment ,Self Employed , Males ,5100
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 35-49,Active ,In employment ,Self Employed , Males ,3100
Apr 2020-Mar 2021,Local Authority,Camden,Aged 35-49,Active ,In employment ,Self Employed , Males ,7100
Apr 2020-Mar 2021,Local Authority,City of London,Aged 35-49,Active ,In employment ,Self Employed , Males ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 35-49,Active ,In employment ,Self Employed , Males ,6600
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 35-49,Active ,In employment ,Self Employed , Males ,9700
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 35-49,Active ,In employment ,Self Employed , Males ,2500
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 35-49,Active ,In employment ,Self Employed , Males ,5200
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 35-49,Active ,In employment ,Self Employed , Males ,1800
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 35-49,Active ,In employment ,Self Employed , Males ,!
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 35-49,Active ,In employment ,Self Employed , Males ,9000
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 35-49,Active ,In employment ,Self Employed , Males ,9000
Apr 2020-Mar 2021,Local Authority,Havering,Aged 35-49,Active ,In employment ,Self Employed , Males ,3600
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 35-49,Active ,In employment ,Self Employed , Males ,3800
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 35-49,Active ,In employment ,Self Employed , Males ,!
Apr 2020-Mar 2021,Local Authority,Islington,Aged 35-49,Active ,In employment ,Self Employed , Males ,2800
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 35-49,Active ,In employment ,Self Employed , Males ,2000
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 35-49,Active ,In employment ,Self Employed , Males ,4200
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 35-49,Active ,In employment ,Self Employed , Males ,6900
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 35-49,Active ,In employment ,Self Employed , Males ,7500
Apr 2020-Mar 2021,Local Authority,Merton,Aged 35-49,Active ,In employment ,Self Employed , Males ,4400
Apr 2020-Mar 2021,Local Authority,Newham,Aged 35-49,Active ,In employment ,Self Employed , Males ,6700
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 35-49,Active ,In employment ,Self Employed , Males ,8300
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 35-49,Active ,In employment ,Self Employed , Males ,4600
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 35-49,Active ,In employment ,Self Employed , Males ,5400
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 35-49,Active ,In employment ,Self Employed , Males ,8200
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 35-49,Active ,In employment ,Self Employed , Males ,5800
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 35-49,Active ,In employment ,Self Employed , Males ,7900
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 35-49,Active ,In employment ,Self Employed , Males ,4900
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 35-49,Active ,In employment ,Self Employed , Males ,8400
Apr 2020-Mar 2021,Region,London,Aged 35-49,Active ,In employment ,Self Employed , Males ,176500
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 35-49,Active ,In employment ,Self Employed , Females ,3800
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 35-49,Active ,In employment ,Self Employed , Females ,4700
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 35-49,Active ,In employment ,Self Employed , Females ,3500
Apr 2020-Mar 2021,Local Authority,Brent,Aged 35-49,Active ,In employment ,Self Employed , Females ,3400
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 35-49,Active ,In employment ,Self Employed , Females ,5000
Apr 2020-Mar 2021,Local Authority,Camden,Aged 35-49,Active ,In employment ,Self Employed , Females ,3100
Apr 2020-Mar 2021,Local Authority,City of London,Aged 35-49,Active ,In employment ,Self Employed , Females ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 35-49,Active ,In employment ,Self Employed , Females ,4200
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 35-49,Active ,In employment ,Self Employed , Females ,4300
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 35-49,Active ,In employment ,Self Employed , Females ,3300
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 35-49,Active ,In employment ,Self Employed , Females ,3500
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 35-49,Active ,In employment ,Self Employed , Females ,3300
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 35-49,Active ,In employment ,Self Employed , Females ,900
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 35-49,Active ,In employment ,Self Employed , Females ,2700
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 35-49,Active ,In employment ,Self Employed , Females ,1800
Apr 2020-Mar 2021,Local Authority,Havering,Aged 35-49,Active ,In employment ,Self Employed , Females ,1900
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 35-49,Active ,In employment ,Self Employed , Females ,2900
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 35-49,Active ,In employment ,Self Employed , Females ,2300
Apr 2020-Mar 2021,Local Authority,Islington,Aged 35-49,Active ,In employment ,Self Employed , Females ,2600
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 35-49,Active ,In employment ,Self Employed , Females ,2800
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 35-49,Active ,In employment ,Self Employed , Females ,3000
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 35-49,Active ,In employment ,Self Employed , Females ,5600
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 35-49,Active ,In employment ,Self Employed , Females ,3200
Apr 2020-Mar 2021,Local Authority,Merton,Aged 35-49,Active ,In employment ,Self Employed , Females ,4200
Apr 2020-Mar 2021,Local Authority,Newham,Aged 35-49,Active ,In employment ,Self Employed , Females ,!
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 35-49,Active ,In employment ,Self Employed , Females ,2500
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 35-49,Active ,In employment ,Self Employed , Females ,2400
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 35-49,Active ,In employment ,Self Employed , Females ,3200
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 35-49,Active ,In employment ,Self Employed , Females ,3800
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 35-49,Active ,In employment ,Self Employed , Females ,3100
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 35-49,Active ,In employment ,Self Employed , Females ,3200
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 35-49,Active ,In employment ,Self Employed , Females ,5900
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 35-49,Active ,In employment ,Self Employed , Females ,4100
Apr 2020-Mar 2021,Region,London,Aged 35-49,Active ,In employment ,Self Employed , Females ,105400
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Brent,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Camden,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,City of London,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 35-49,Active ,In employment ,Unemployed , Males ,3700
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Havering,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 35-49,Active ,In employment ,Unemployed , Males ,3000
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Islington,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Lambeth,Aged 35-49,Active ,In employment ,Unemployed , Males ,1800
Apr 2020-Mar 2021,Local Authority,Lewisham,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Merton,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Newham,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Redbridge,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Richmond upon Thames,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Southwark,Aged 35-49,Active ,In employment ,Unemployed , Males ,3700
Apr 2020-Mar 2021,Local Authority,Sutton,Aged 35-49,Active ,In employment ,Unemployed , Males ,1100
Apr 2020-Mar 2021,Local Authority,Tower Hamlets,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Waltham Forest,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Wandsworth,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Local Authority,Westminster,Aged 35-49,Active ,In employment ,Unemployed , Males ,!
Apr 2020-Mar 2021,Region,London,Aged 35-49,Active ,In employment ,Unemployed , Males ,40400
Apr 2020-Mar 2021,Local Authority,Barking and Dagenham,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Barnet,Aged 35-49,Active ,In employment ,Unemployed , Females ,1800
Apr 2020-Mar 2021,Local Authority,Bexley,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Brent,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Bromley,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Camden,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,City of London,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Croydon,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Ealing,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Enfield,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Greenwich,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Hackney,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Hammersmith and Fulham,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Haringey,Aged 35-49,Active ,In employment ,Unemployed , Females ,1400
Apr 2020-Mar 2021,Local Authority,Harrow,Aged 35-49,Active ,In employment ,Unemployed , Females ,2300
Apr 2020-Mar 2021,Local Authority,Havering,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Hillingdon,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Hounslow,Aged 35-49,Active ,In employment ,Unemployed , Females ,2800
Apr 2020-Mar 2021,Local Authority,Islington,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Kensington and Chelsea,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
Apr 2020-Mar 2021,Local Authority,Kingston upon Thames,Aged 35-49,Active ,In employment ,Unemployed , Females ,!
