
"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 11 September 2024]"
"Analysis   :","standard"
"Area Type  :","regions"
"Area Name  :","London"
"Gender     :","Total"
"measure    :","Claimant count"

"Date","All categories: Age 16+","Age unknown (clerical claims)","Aged 16-24","Aged 16-17","Aged 18-24","Aged 18-21","Aged 25-49","Aged 25-29","Aged 30-34","Aged 35-39","Aged 40-44","Aged 45-49","Aged 50+","Aged 50-54","Aged 55-59","Aged 60-64","Aged 65+"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 11 September 2024]"
"Analysis   :","standard"
"Area Type  :","regions"
"Area Name  :","London"
"Gender     :","Male"
"measure    :","Claimants as a proportion of residents aged 16-64"

"Date","All categories: Age 16+","Age unknown (clerical claims)","Aged 16-24","Aged 16-17","Aged 18-24","Aged 18-21","Aged 25-49","Aged 25-29","Aged 30-34","Aged 35-39","Aged 40-44","Aged 45-49","Aged 50+","Aged 50-54","Aged 55-59","Aged 60-64","Aged 65+"

"January 2021",9.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",9.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",9.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",9.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",9.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",8.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",8.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",7.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",7.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",6.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",6.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",6.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",6.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",5.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",5.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",5.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",5.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",5.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",5.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 11 September 2024]"
"Analysis   :","standard"
"Area Type  :","regions"
"Area Name  :","London"
"Gender     :","Male"
"measure    :","Claimants as a proportion of economically active residents aged 16+"

"Date","All categories: Age 16+","Age unknown (clerical claims)","Aged 16-24","Aged 16-17","Aged 18-24","Aged 18-21","Aged 25-49","Aged 25-29","Aged 30-34","Aged 35-39","Aged 40-44","Aged 45-49","Aged 50+","Aged 50-54","Aged 55-59","Aged 60-64","Aged 65+"

"January 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 11 September 2024]"
"Analysis   :","standard"
"Area Type  :","regions"
"Area Name  :","London"
"Gender     :","Male"
"measure    :","Claimants as a proportion of the workforce"

"Date","All categories: Age 16+","Age unknown (clerical claims)","Aged 16-24","Aged 16-17","Aged 18-24","Aged 18-21","Aged 25-49","Aged 25-29","Aged 30-34","Aged 35-39","Aged 40-44","Aged 45-49","Aged 50+","Aged 50-54","Aged 55-59","Aged 60-64","Aged 65+"

"January 2021",8.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",8.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",8.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",8.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",8.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",7.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",7.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",6.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",6.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",5.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",4.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",4.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",4.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",4.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 11 September 2024]"
"Analysis   :","standard"
"Area Type  :","regions"
"Area Name  :","London"
"Gender     :","Female"
"measure    :","Claimant count"

"Date","All categories: Age 16+","Age unknown (clerical claims)","Aged 16-24","Aged 16-17","Aged 18-24","Aged 18-21","Aged 25-49","Aged 25-29","Aged 30-34","Aged 35-39","Aged 40-44","Aged 45-49","Aged 50+","Aged 50-54","Aged 55-59","Aged 60-64","Aged 65+"

"January 2021",209790,5,32940,160,32780,14955,126765,29530,28235,25270,23010,20720,50080,19395,16330,12050,2300
"February 2021",220180,10,33620,175,33445,15100,133745,30890,29705,26800,24385,21965,52815,20475,17255,12725,2360
"March 2021",220935,5,33415,170,33245,15190,134115,30570,29745,27045,24645,22115,53395,20640,17400,12930,2425
"April 2021",218285,5,32500,155,32345,14895,132415,29775,29205,26875,24500,22065,53365,20585,17390,12990,2400
"May 2021",205990,5,29805,155,29655,13800,124900,27625,27480,25430,23335,21025,51275,19635,16685,12580,2375
"June 2021",190575,5,26995,140,26855,12695,115110,25370,25335,23405,21500,19500,48470,18310,15825,11990,2340
"July 2021",186845,5,25315,125,25190,12030,113640,24480,25025,23295,21440,19400,47890,18060,15645,11860,2325
"August 2021",178885,5,23655,120,23530,11315,109265,23250,24070,22495,20775,18675,45965,17215,15035,11475,2240
"September 2021",170510,5,22085,120,21965,10410,104325,22155,22845,21550,19960,17810,44095,16370,14460,11080,2185
"October 2021",163825,0,20015,115,19900,9415,101370,21160,22270,21185,19505,17260,42435,15650,13940,10715,2130
"November 2021",155725,0,18700,130,18570,8780,96130,19610,21210,20315,18595,16400,40895,14945,13380,10505,2070
"December 2021",148885,0,17130,115,17015,8050,92060,18480,20300,19625,17920,15735,39690,14385,12990,10285,2035
"January 2022",143670,0,15925,95,15825,7400,89160,17780,19505,19130,17420,15320,38585,13980,12550,10030,2030
"February 2022",143620,5,15940,95,15850,7400,89555,17885,19725,19130,17500,15310,38120,13850,12350,9950,1970
"March 2022",137835,0,15350,75,15275,7165,85650,16965,18950,18305,16845,14590,36830,13375,11885,9660,1910
"April 2022",130655,0,14360,95,14270,6765,80925,16110,17730,17340,15970,13775,35365,12715,11415,9400,1835
"May 2022",128070,0,13820,95,13725,6480,79490,15665,17390,17095,15710,13625,34765,12415,11280,9220,1845
"June 2022",125805,0,13685,80,13605,6385,78060,15175,17095,16955,15580,13260,34055,12125,10945,9155,1835
"July 2022",122765,0,14000,90,13910,6610,75865,14725,16530,16540,15200,12865,32905,11585,10625,8880,1810
"August 2022",122805,0,14580,100,14480,6875,75580,14620,16480,16505,15125,12850,32640,11510,10475,8860,1800
"September 2022",124505,0,15060,85,14975,7020,76925,14940,16670,16910,15440,12970,32520,11620,10355,8785,1760
"October 2022",123910,0,15225,95,15130,7180,76635,14640,16625,16850,15575,12945,32050,11450,10115,8705,1775
"November 2022",125180,0,15440,100,15340,7370,77295,14700,16755,17050,15625,13165,32445,11620,10160,8870,1795
"December 2022",126350,0,15340,90,15245,7360,78315,14855,16880,17325,15955,13305,32695,11685,10260,8920,1830
"January 2023",123160,0,14800,85,14710,7065,76465,14565,16475,17015,15455,12950,31900,11400,9960,8700,1840
"February 2023",125100,0,15060,80,14980,7185,78245,14995,16905,17400,15820,13130,31795,11315,10015,8655,1805
"March 2023",128830,0,15320,75,15245,7335,80745,15460,17325,17850,16500,13610,32765,11840,10240,8880,1800
"April 2023",134170,0,15405,75,15330,7310,84710,15845,18205,18925,17405,14330,34055,12390,10665,9155,1845
"May 2023",130250,0,15055,85,14970,7230,82055,15525,17675,18160,16810,13880,33135,11995,10370,8965,1805
"June 2023",132480,0,15290,85,15200,7295,83680,15730,17965,18595,17290,14095,33510,12190,10415,9085,1825
"July 2023",135770,0,15755,80,15675,7545,85720,16030,18150,19055,17825,14655,34295,12525,10635,9310,1830
"August 2023",134615,0,16060,80,15975,7720,84515,15880,18040,18770,17410,14415,34040,12325,10690,9210,1815
"September 2023",137860,0,16300,75,16225,7810,86975,16445,18320,19395,17930,14885,34585,12670,10860,9190,1865
"October 2023",138200,0,16540,80,16460,8045,87120,16385,18245,19450,18105,14930,34540,12715,10805,9175,1845
"November 2023",137055,0,16620,85,16535,8275,86180,16195,18035,19300,17885,14755,34260,12545,10700,9175,1840
"December 2023",137490,0,16420,85,16340,8190,87065,16180,18200,19625,18155,14910,34000,12500,10615,9055,1830
"January 2024",136525,0,16130,90,16040,7965,86320,16060,17940,19445,18005,14870,34070,12570,10545,9110,1850
"February 2024",140340,0,16595,85,16515,8140,88870,16525,18180,19990,18625,15550,34875,12995,10830,9185,1865
"March 2024",139980,0,16895,90,16805,8385,88530,16590,18045,19795,18610,15490,34555,12850,10775,9080,1850
"April 2024",138295,0,16590,80,16510,8260,87585,16350,17750,19560,18475,15455,34115,12705,10590,9010,1810
"May 2024",142245,0,16630,70,16555,8235,90520,16380,18205,20185,19485,16265,35095,13250,10860,9165,1820
"June 2024",147755,5,16800,60,16740,8330,94440,16465,18565,21440,20640,17325,36510,13905,11310,9440,1855
"July 2024",170925,0,17635,55,17580,8795,110930,17630,20940,25570,25460,21330,42360,16830,13040,10455,2040
"August 2024",173195,0,18060,55,18005,9020,112060,17750,20815,25800,25880,21815,43075,17280,13190,10555,2055



"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 11 September 2024]"
"Analysis   :","standard"
"Area Type  :","regions"
"Area Name  :","London"
"Gender     :","Female"
"measure    :","Claimants as a proportion of residents aged 16-64"

"Date","All categories: Age 16+","Age unknown (clerical claims)","Aged 16-24","Aged 16-17","Aged 18-24","Aged 18-21","Aged 25-49","Aged 25-29","Aged 30-34","Aged 35-39","Aged 40-44","Aged 45-49","Aged 50+","Aged 50-54","Aged 55-59","Aged 60-64","Aged 65+"

"January 2021",6.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2021",7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2021",7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2021",7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2021",6.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2021",6.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2021",6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2021",5.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2021",5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2021",5.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2021",5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2021",4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2022",4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2022",4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2022",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2022",4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2022",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2022",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2022",3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2022",3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2022",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2022",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2022",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2022",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2023",3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2023",4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2023",4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2023",4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2023",4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2023",4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2023",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2023",4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"September 2023",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"October 2023",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"November 2023",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"December 2023",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"January 2024",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"February 2024",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"March 2024",4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"April 2024",4.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"May 2024",4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"June 2024",4.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"July 2024",5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"August 2024",5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-



"-","These figures are missing."

"","Commencing in May 2024, the Department for Work and Pensions are rolling out"
"","an increase in the administrative earnings threshold for full work search"
"","conditionality. This change is likely to affect around 180,000 claimants"
"","over"
"","a period of around 6 months, increasing the Claimant Count over that time."
"",""

"","Under Universal Credit a broader span of claimants are required to look for"
"","work than under Jobseeker's Allowance. Therefore, as Universal Credit has been"
"","rolled out, the number of people recorded as being on the Claimant Count rose."
"",""

"","This dataset only includes claimant records with information to sufficiently"
"","classify them within the dataset. Totals from this dataset may not tally with"
"","the total number of claim records shown elsewhere as a small number of records"
"","do not have this information."
"",""

"","All data are rounded to the nearest 5 and may not precisely add to the sum of"
"","the number of people claiming JSA, published on Nomis, and the number of"
"","people claiming Universal Credit required to seek work, published by DWP, due to"
"","independent rounding."
"",""

"","Rates for regions and countries from 2021 onwards are calculated using"
"","the mid-2021 resident population aged 16-64"







"Claimant count by sex and age"
"ONS Crown Copyright Reserved [from Nomis on 11 September 2024]"
"Analysis   :","standard"
"Area Type  :","regions"
"Area Name  :","London"
"Gender     :","Female"
"measure    :","Claimants as a proportion of economically active residents aged 16+"

